epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.694513312656514,0.4708029197080292,0.6936058293689381,0.5,0.0003
2,0.6924037293796121,0.5328467153284672,0.6888104568828236,0.6363636363636364,0.0003
3,0.6926395088216685,0.5018248175182481,0.6821093125776811,0.6590909090909091,0.0003
4,0.6948252189768492,0.46167883211678834,0.6896990266713229,0.6136363636363636,0.0003
5,0.6933981893706496,0.5164233576642335,0.6948743950236927,0.45454545454545453,0.0003
6,0.6921872988234471,0.5218978102189781,0.6820048798214305,0.6818181818181818,0.00020999999999999998
7,0.6911115985717217,0.5127737226277372,0.6892991662025452,0.5227272727272727,0.00020999999999999998
8,0.6920454924124001,0.5401459854014599,0.693375213579698,0.5,0.00020999999999999998
9,0.6919607341724591,0.5273722627737226,0.6851955543864857,0.5681818181818182,0.00020999999999999998
10,0.6901781297948238,0.5565693430656934,0.6868653893470764,0.5681818181818182,0.00020999999999999998
11,0.6892978962320481,0.5383211678832117,0.682142582806674,0.6136363636363636,0.00014699999999999997
12,0.6906867144751723,0.5474452554744526,0.6827226172793995,0.5909090909090909,0.00014699999999999997
13,0.6903231552917591,0.5401459854014599,0.6821625449440696,0.5681818181818182,0.00014699999999999997
14,0.6893761714879614,0.5456204379562044,0.6802885261448947,0.6363636363636364,0.00014699999999999997
15,0.688638409558874,0.5456204379562044,0.6843801845203746,0.5681818181818182,0.00014699999999999997
16,0.6875975031922333,0.5620437956204379,0.6854503642429005,0.5681818181818182,0.00010289999999999997
17,0.6876162129597072,0.5675182481751825,0.6842526793479919,0.5681818181818182,0.00010289999999999997
18,0.6860260463108981,0.5656934306569343,0.6904348189180548,0.5454545454545454,0.00010289999999999997
19,0.6879872544838564,0.5145985401459854,0.6857425570487976,0.5681818181818182,0.00010289999999999997
20,0.6882437563290561,0.5547445255474452,0.6806770508939569,0.5909090909090909,0.00010289999999999997
21,0.6882286824449135,0.5437956204379562,0.6795232892036438,0.6136363636363636,7.202999999999997e-05
22,0.6856968798776613,0.5529197080291971,0.6850023648955605,0.5454545454545454,7.202999999999997e-05
23,0.6889572182711023,0.5456204379562044,0.6887114210562273,0.5454545454545454,7.202999999999997e-05
24,0.6860943449674731,0.5529197080291971,0.6943705461241982,0.5909090909090909,7.202999999999997e-05
25,0.6878415176468174,0.541970802919708,0.6923435005274686,0.5681818181818182,7.202999999999997e-05
26,0.6880383717752722,0.5602189781021898,0.6866582523692738,0.5681818181818182,5.042099999999998e-05
27,0.686222654624577,0.5583941605839416,0.689180238680406,0.5454545454545454,5.042099999999998e-05
28,0.687976273306965,0.5529197080291971,0.689399551261555,0.5454545454545454,5.042099999999998e-05
29,0.686087499134732,0.5602189781021898,0.6901942112229087,0.5681818181818182,5.042099999999998e-05
30,0.687307214214854,0.5401459854014599,0.6921443288976495,0.5681818181818182,5.042099999999998e-05
31,0.6857176971261518,0.5529197080291971,0.6871476119214838,0.5454545454545454,3.529469999999998e-05
